date,new_cases
2021-09-01,10510.679864144384
2021-09-02,12994.545231478412
2021-09-03,13173.396111738566
2021-09-04,11660.172018329513
2021-09-05,10006.032053485458
2021-09-06,9363.424077963899
2021-09-07,9841.11579515893
